txnId,userId,productId,quantity,unitPrice,timestamp
t72,u2892,p5,2,8.54,1756340529732
t73,u1675,p1,1,83.02,1756897533732
t74,u3686,p4,5,39.81,1755719881732
t75,u2052,p9,1,173.46,1756898621732
t76,u4665,p1,3,203.83,1755641378732
t77,u3776,p3,1,231.19,1755900139732
t78,u3311,p2,1,6.93,1754669966732
t79,u2481,p5,3,253.70,1755558539732
t80,u392,p7,4,97.07,1756428385732
t81,u2654,p9,5,216.42,1756269764732
t82,u16,p8,3,217.42,1755803463732
t83,u1855,p5,5,19.68,1754826836732
t84,u957,p1,1,257.00,1755191809732
t85,u1444,p7,4,282.71,1755026780732
t86,u947,p5,3,98.81,1755724093732
t87,u679,p4,4,210.38,1757188554732
t88,u2374,p3,2,34.01,1757156531732
t89,u129,p4,4,78.95,1756431530732
t90,u4642,p3,3,112.88,1756147215732
t91,u3944,p2,4,104.26,1756846558732
t92,u4691,p2,5,173.03,1756839304732
t93,u2579,p8,3,238.68,1755329980732
t94,u3085,p1,1,181.16,1756381543732
t95,u730,p2,1,24.80,1755399654732
t96,u4156,p8,1,114.71,1755321891732
t97,u2029,p1,4,216.23,1756353929732
t98,u1187,p2,4,66.88,1755088921732
t99,u532,p3,1,66.08,1757006365732
t100,u3114,p3,5,189.30,1756657214732
t101,u4989,p6,3,237.29,1755143071732
t102,u3050,p1,2,261.65,1756293527732
t103,u1282,p8,5,176.11,1754839557732
t104,u1509,p6,3,114.01,1757227156732
t105,u2769,p1,5,9.23,1755173562732
t106,u2138,p9,3,18.80,1755847378732
t107,u2750,p9,1,204.33,1755825574732
t108,u2204,p10,2,259.48,1755794991732
t109,u100,p10,3,144.52,1755353140732
t110,u3340,p4,4,135.95,1755104622732
t111,u18,p5,2,195.65,1755338423732
t112,u4850,p1,3,14.74,1755004686732
t113,u4170,p1,2,304.09,1756930134732
t114,u1368,p7,3,87.11,1756843870732
t115,u3607,p1,2,110.97,1755831961732
t116,u661,p1,2,157.67,1756836911732
t117,u3316,p4,5,131.88,1755179146732
t118,u3556,p5,3,58.57,1755341281732
t119,u4149,p6,2,153.94,1755619132732
t120,u602,p10,5,153.09,1754943741732
t121,u4329,p1,3,196.63,1755061872732
t122,u2553,p10,5,247.86,1756217814732
t123,u3664,p2,1,296.46,1757008099732
t124,u851,p2,2,149.68,1754663702732
t125,u907,p8,3,185.26,1756069068732
t126,u2504,p7,3,142.71,1756912253732
t127,u3586,p6,3,223.66,1755319746732
t128,u2393,p5,3,297.28,1755025270732
t129,u3105,p5,4,183.48,1755138907732
t130,u1834,p8,3,226.15,1756943241732
t131,u331,p6,2,262.06,1756397954732
t132,u1542,p3,5,188.61,1755727107732
t133,u751,p1,1,210.88,1755279492732
t134,u902,p5,2,243.31,1756972707732
t135,u1921,p7,2,33.84,1756445860732
t136,u4611,p9,1,149.35,1757143923732
t137,u4439,p8,4,274.27,1756089834732
t138,u4795,p6,3,189.54,1755833405732
t139,u6,p6,1,17.43,1754706881732
t140,u3816,p1,5,6.14,1756608155732
t141,u4275,p1,4,167.64,1756845276732
t142,u1205,p10,4,153.14,1755258830732
t143,u2909,p6,2,266.73,1755870636732
t144,u4537,p1,3,243.54,1755048979732
t145,u3665,p4,5,53.09,1756510634732
t146,u2709,p3,2,191.15,1754756717732
t147,u3160,p3,2,63.62,1755382135732
t148,u2557,p3,5,77.59,1756033096732
t149,u203,p5,1,191.97,1756006104732
t150,u2266,p2,5,266.50,1755705290732
t151,u601,p3,5,162.42,1755016530732
t152,u1945,p4,1,148.03,1756736989732
t153,u4248,p3,1,250.70,1755232810732
t154,u4516,p1,5,217.82,1755005065732
t155,u4826,p5,2,149.59,1756747084732
t156,u2178,p6,3,74.06,1755572348732
t157,u4819,p5,1,143.50,1755525788732
t158,u927,p8,5,16.93,1755215100732
t159,u259,p1,5,234.23,1756248570732
t160,u1449,p4,5,71.63,1754687740732
t161,u1439,p6,5,193.51,1756480307732
t162,u4157,p5,4,74.27,1755642939732
t163,u1472,p6,2,237.49,1755740404732
t164,u1760,p7,2,55.93,1757222125732
t165,u644,p8,5,281.09,1756534955732
t166,u2772,p10,4,184.80,1756587423732
t167,u1644,p9,5,200.19,1757186873732
t168,u4802,p10,4,7.85,1755383425732
t169,u171,p2,1,188.38,1754992655732
t170,u1199,p3,5,260.48,1756371102732
t171,u2774,p4,5,140.65,1755629681732
t172,u896,p9,4,132.49,1756025560732
t173,u2216,p10,4,131.03,1756398630732
t174,u2800,p4,4,12.34,1756072194732
t175,u3703,p5,3,144.55,1756872719732
t176,u4080,p6,4,197.13,1754901158732
t177,u1081,p7,1,115.15,1756424134732
t178,u2652,p4,4,243.41,1754869638732
t179,u580,p3,3,76.14,1756797524732
t180,u87,p8,5,243.23,1755016000732
t181,u2578,p5,5,107.86,1756512521732
t182,u487,p2,4,58.43,1756981196732
t183,u2318,p5,1,235.21,1755813934732
t184,u3111,p8,3,288.91,1756831751732
t185,u147,p1,3,175.21,1755319131732
t186,u3975,p6,1,92.09,1757205949732
t187,u4123,p5,1,262.84,1756203260732
t188,u1995,p4,3,253.83,1756388142732
t189,u1568,p8,1,215.35,1755689585732
t190,u2437,p4,4,196.68,1756377658732
t191,u3961,p4,4,264.33,1756490289732
t192,u2998,p1,5,180.56,1755564008732
t193,u76,p7,4,14.99,1755367187732
t194,u4998,p6,5,123.22,1755072321732
t195,u1031,p4,5,71.84,1755142613732
t196,u2235,p3,2,55.46,1756593392732
t197,u1362,p4,2,26.26,1755102936732
t198,u4808,p8,2,203.27,1756254557732
t199,u239,p5,5,218.92,1754886885732
t200,u3270,p10,4,255.10,1756810867732
t201,u71,p1,3,91.45,1755837615732
t202,u4032,p4,5,154.05,1755096712732
t203,u2947,p7,5,86.91,1756487322732
t204,u4489,p8,1,90.74,1755693147732
t205,u4256,p6,2,156.93,1757181014732
t206,u2593,p3,5,72.10,1754862175732
t207,u1211,p5,1,75.51,1756479876732
t208,u2058,p1,5,248.57,1756195321732
t209,u1285,p5,4,261.94,1756141484732
t210,u2462,p9,5,253.32,1756413374732
t211,u4216,p3,3,27.68,1754820243732
t212,u2738,p8,3,272.75,1756598283732
t213,u4752,p4,3,104.47,1755585505732
t214,u3305,p2,2,19.80,1756556220732
t215,u1233,p9,3,161.82,1754733300732
t216,u1920,p7,3,287.32,1755445294732
t217,u4357,p1,3,167.29,1754891145732
t218,u1701,p2,4,176.96,1757067267732
t219,u3559,p4,4,292.62,1756345303732
t220,u2587,p3,3,97.75,1755584672732
t221,u910,p9,5,303.56,1755128206732
t222,u4351,p6,1,59.91,1754716810732
t223,u1334,p4,5,255.74,1755761676732
t224,u4757,p2,4,160.62,1755214447732
t225,u1066,p7,3,136.78,1756286209732
t226,u745,p9,4,213.75,1756539568732
t227,u835,p9,5,37.91,1756608907732
t228,u52,p1,5,167.54,1755118592732
t229,u3130,p7,4,25.41,1756354254732
t230,u4943,p6,3,32.64,1755162036732
t231,u4589,p5,2,67.26,1755921871732
t232,u1827,p6,1,120.17,1756607229732
t233,u4169,p9,3,52.72,1755724364732
t234,u2915,p2,2,176.27,1754768273732
t235,u3353,p7,3,78.58,1756034336732
t236,u2863,p8,2,43.32,1755699353732
t237,u1543,p5,2,162.84,1755869873732
t238,u2482,p4,3,82.46,1757078840732
t239,u4613,p4,2,132.90,1755722159732
t240,u1477,p2,1,260.48,1755396416732
t241,u4305,p2,5,116.97,1756375394732
t242,u1714,p2,5,202.91,1757224233732
t243,u2065,p9,5,207.14,1756821912732
t244,u2624,p1,2,270.62,1756777117732
t245,u4231,p1,1,248.47,1755779877732
t246,u2532,p6,2,203.43,1754730862732
t247,u3293,p7,5,287.64,1756773834732
t248,u4640,p7,3,70.61,1754720263732
t249,u4258,p3,4,156.63,1756859447732
t250,u1291,p1,1,74.63,1756107250732
t251,u1370,p4,5,213.68,1756677825732
t252,u4709,p4,4,202.94,1756471366732
t253,u1832,p8,5,190.28,1755013431732
t254,u327,p4,4,274.36,1755879233732
t255,u633,p3,3,49.55,1755400495732
t256,u2578,p5,5,279.71,1755784132732
t257,u3503,p3,4,234.86,1757114623732
t258,u4,p3,4,160.62,1755899804732
t259,u3178,p5,2,190.11,1755919224732
t260,u1174,p3,1,256.20,1754899473732
t261,u4011,p6,1,74.17,1754868561732
t262,u1708,p7,2,295.23,1754830453732
t263,u4482,p7,5,302.57,1757106714732
t264,u3605,p3,3,8.89,1754714066732
t265,u900,p1,4,90.28,1755719531732
t266,u1963,p5,3,129.86,1756471883732
t267,u1740,p6,1,57.52,1756166120732
t268,u3189,p1,5,227.59,1755310853732
t269,u816,p7,4,80.62,1755438458732
t270,u1545,p8,2,304.44,1756478945732
t271,u1258,p9,1,106.83,1755853619732
t272,u3844,p2,5,253.05,1756760496732
t273,u2657,p1,1,75.91,1754938346732
t274,u1835,p3,2,85.07,1757053403732
t275,u1561,p7,3,272.15,1755969480732
t276,u957,p10,4,84.05,1754719467732
t277,u3668,p2,4,46.00,1756012185732
t278,u586,p2,4,196.88,1755624884732
t279,u4910,p6,5,103.95,1755708370732
t280,u4995,p5,1,205.91,1756058437732
t281,u478,p10,4,275.43,1756023785732
t282,u629,p3,5,30.15,1757177885732
t283,u440,p7,2,151.42,1757201311732
t284,u2334,p1,4,253.79,1755894164732
t285,u1875,p3,5,120.93,1755351730732
t286,u3331,p6,4,67.80,1754844594732
t287,u2395,p7,3,91.99,1756913470732
t288,u1058,p2,4,125.32,1756413468732
t289,u3805,p4,5,82.25,1754689299732
t290,u2977,p10,1,23.73,1755257112732
t291,u2150,p8,3,115.57,1755773698732
t292,u78,p10,3,185.32,1755942168732
t293,u855,p10,2,253.55,1755494694732
t294,u4075,p1,2,100.75,1754830454732
t295,u2698,p6,4,48.97,1755940073732
t296,u49,p6,1,229.49,1755099046732
t297,u36,p6,1,98.95,1757102993732
t298,u3478,p2,1,43.01,1756560203732
t299,u1216,p10,1,217.13,1755795156732
t300,u3207,p2,5,123.83,1755195922732
t301,u1400,p1,4,32.55,1756891382732
t302,u273,p2,2,16.85,1755781295732
t303,u4166,p7,4,243.44,1755748789732
t304,u3683,p4,3,238.36,1755322749732
t305,u833,p7,5,243.47,1756920649732
t306,u4796,p1,3,219.53,1755162599732
t307,u589,p5,4,71.56,1757109637732
t308,u3758,p9,4,251.67,1755817191732
t309,u442,p3,4,93.74,1757098496732
t310,u433,p10,1,197.98,1754798436732
t311,u4409,p2,5,183.50,1754776881732
t312,u3277,p10,5,103.41,1756986269732
t313,u3621,p3,1,95.57,1756151843732
t314,u2343,p1,5,28.03,1755978263732
t315,u1189,p9,2,110.11,1754654548732
t316,u1593,p9,5,285.05,1755719678732
t317,u3163,p5,5,109.92,1755429696732
t318,u2302,p9,3,172.22,1754736946732
t319,u3258,p7,4,57.32,1755664604732
t320,u2847,p5,4,122.90,1754976682732
t321,u3074,p8,1,296.41,1756943935732
t322,u485,p8,4,27.81,1754965562732
t323,u3245,p2,5,71.38,1755180941732
t324,u3535,p5,1,18.73,1755787783732
t325,u1587,p6,2,66.77,1757165840732
t326,u4272,p10,4,96.19,1755296650732
t327,u2835,p2,1,273.33,1754833760732
t328,u617,p5,3,173.26,1757150767732
t329,u4582,p10,1,48.10,1756721216732
t330,u4990,p10,5,267.57,1755729701732
t331,u729,p5,1,292.10,1756219594732
t332,u1866,p9,3,87.24,1755460662732
t333,u2995,p10,1,237.99,1756663144732
t334,u703,p10,4,157.81,1755904501732
t335,u1339,p3,4,265.76,1756279000732
t336,u4358,p4,3,77.62,1757000922732
t337,u1478,p8,5,39.66,1755382404732
t338,u1186,p4,4,84.01,1756917859732
t339,u3801,p6,1,218.86,1755942453732
t340,u2311,p1,5,26.03,1757116295732
t341,u2878,p3,1,270.96,1756363807732
t342,u412,p8,2,278.99,1754662737732
t343,u4889,p7,1,304.28,1755934475732
t344,u1186,p2,4,126.25,1754651074732
t345,u4460,p7,4,17.36,1755388008732
t346,u2933,p1,4,55.84,1756872310732
t347,u4253,p2,4,16.41,1755876804732
t348,u1435,p5,2,242.52,1757149689732
t349,u4548,p1,5,201.61,1754879015732
t350,u973,p3,1,188.56,1756951059732
t351,u1730,p5,2,18.26,1756254382732
t352,u1478,p5,2,21.72,1756042147732
t353,u4809,p3,4,73.62,1755775368732
t354,u1452,p3,1,179.93,1755001876732
t355,u2097,p2,4,206.58,1756280955732
t356,u2134,p7,1,76.96,1755148756732
t357,u4018,p7,2,21.84,1757030868732
t358,u2160,p5,3,246.11,1756127877732
t359,u2758,p5,1,41.15,1756127397732
t360,u2026,p2,3,234.69,1756460063732
t361,u2516,p5,5,87.66,1754991613732
t362,u680,p2,5,260.00,1754947181732
t363,u2947,p1,4,141.07,1756710829732
t364,u482,p8,5,277.28,1755009764732
t365,u3668,p4,1,291.12,1755494165732
t366,u2925,p1,3,287.54,1755656711732
t367,u4784,p6,5,9.05,1757073218732
t368,u2032,p3,3,137.66,1756980988732
t369,u1426,p10,5,88.70,1754807709732
t370,u1121,p5,5,111.07,1756525665732
t371,u3392,p10,5,212.11,1755315003732
t372,u1107,p8,3,170.38,1757059773732
t373,u3156,p6,4,234.95,1755071929732
t374,u407,p8,5,279.81,1754906960732
t375,u3163,p6,3,10.91,1756861571732
t376,u4479,p2,4,261.73,1755247466732
t377,u2245,p2,4,236.38,1756315710732
t378,u3186,p8,5,228.38,1755006924732
t379,u4932,p10,2,87.74,1757103571732
t380,u3351,p10,5,233.98,1756989943732
t381,u593,p9,5,216.14,1756177835732
t382,u4043,p3,1,123.47,1757153195732
t383,u2222,p3,2,132.34,1755858264732
t384,u1948,p1,1,36.98,1755725627732
t385,u103,p9,4,153.83,1757150195732
t386,u3266,p1,1,300.52,1755995580732
t387,u3791,p10,3,196.34,1756495410732
t388,u1230,p4,3,162.92,1757035121732
t389,u4633,p4,1,82.28,1754912821732
t390,u3934,p5,5,161.79,1756352572732
t391,u1209,p8,1,136.83,1756248282732
t392,u608,p10,5,37.56,1754660138732
t393,u4268,p1,4,115.20,1756475724732
t394,u1968,p9,5,88.68,1757186486732
t395,u4065,p2,5,77.08,1755218274732
t396,u3818,p10,1,88.97,1755827088732
t397,u4184,p1,1,82.16,1754802496732
t398,u2361,p9,3,258.89,1755104570732
t399,u3214,p7,4,86.67,1755074709732
t400,u127,p10,2,53.38,1756479255732
t401,u251,p6,2,277.25,1756198809732
t402,u3188,p10,2,57.14,1754663926732
t403,u3712,p10,2,134.72,1756894460732
t404,u3239,p8,1,49.18,1755217535732
t405,u4151,p5,5,295.40,1754787218732
t406,u3447,p7,5,169.96,1756377140732
t407,u106,p4,2,196.18,1756762814732
t408,u118,p1,2,59.20,1756401734732
t409,u4598,p6,5,86.98,1755885608732
t410,u4971,p2,1,278.99,1755741102732
t411,u541,p1,4,226.99,1757171814732
t412,u3890,p2,1,30.68,1756801902732
t413,u4782,p8,5,222.49,1755021326732
t414,u4556,p7,4,46.46,1755376462732
t415,u106,p8,3,209.89,1755724413732
t416,u4403,p9,1,249.39,1754739109732
t417,u1030,p7,4,127.56,1756295298732
t418,u4131,p1,5,114.31,1756810564732
t419,u2252,p9,3,221.85,1755450645732
t420,u988,p4,5,161.19,1754980308732
t421,u3092,p8,2,273.53,1754755576732
t422,u4558,p6,2,259.72,1756835202732
t423,u975,p5,3,105.87,1756623140732
t424,u560,p10,1,122.52,1755371781732
t425,u1921,p2,3,270.23,1755899057732
t426,u177,p1,1,48.96,1757228950732
t427,u4537,p10,1,47.91,1754798539732
t428,u4799,p9,5,73.59,1756975023732
t429,u1178,p6,5,174.67,1755356206732
t430,u3542,p6,1,91.14,1755219681732
t431,u3939,p5,2,242.45,1754863989732
t432,u3262,p8,4,122.42,1756047198732
t433,u3796,p3,2,139.26,1754903165732
t434,u1641,p4,4,237.24,1756131638732
t435,u1804,p8,2,46.83,1754910938732
t436,u1926,p6,4,35.00,1755663808732
t437,u1621,p6,3,8.24,1756351855732
t438,u935,p7,1,194.55,1756947409732
t439,u3306,p2,4,15.21,1756921568732
t440,u4756,p10,4,226.20,1754938125732
t441,u1866,p2,2,67.85,1754953129732
t442,u668,p9,3,246.32,1755168176732
t443,u70,p3,5,110.02,1756040543732
t444,u167,p3,5,180.12,1756892881732
t445,u3217,p8,5,223.39,1755363479732
t446,u3228,p9,3,219.22,1755130958732
t447,u3139,p6,4,187.00,1754805186732
t448,u1537,p8,5,114.89,1756155158732
t449,u1924,p2,3,176.24,1755837754732
t450,u2066,p3,4,89.73,1755613889732
t451,u4250,p9,3,218.39,1756428168732
t452,u2331,p5,3,184.27,1754944496732
t453,u3870,p2,4,230.51,1756052960732
t454,u2765,p9,4,228.06,1756562987732
t455,u1157,p9,5,250.43,1755544487732
t456,u2196,p1,4,13.65,1756061028732
t457,u2799,p4,2,269.40,1757020592732
t458,u1744,p1,1,123.66,1755394719732
t459,u1317,p1,1,11.13,1755710158732
t460,u1436,p1,2,94.24,1754774707732
t461,u727,p3,2,75.45,1755186978732
t462,u4121,p2,4,156.55,1755810640732
t463,u3026,p1,2,267.61,1756211848732
t464,u1977,p7,4,205.81,1756055557732
t465,u625,p1,5,109.18,1754652235732
t466,u1618,p4,5,277.92,1755783989732
t467,u3543,p9,5,279.51,1757119803732
t468,u4492,p7,2,238.10,1755204212732
t469,u3959,p7,3,132.31,1755524371732
t470,u2779,p8,3,196.96,1756850428732
t471,u2200,p3,1,276.85,1757036557732
t472,u830,p3,2,56.27,1756091761732
t473,u1301,p5,2,144.22,1756742215732
t474,u865,p4,4,52.25,1756664677732
t475,u2145,p6,3,13.54,1754855844732
t476,u51,p10,2,239.37,1756883859732
t477,u3884,p7,2,103.52,1755421832732
t478,u2088,p5,3,188.30,1757156866732
t479,u2148,p4,4,294.94,1756089035732
t480,u1248,p4,5,269.01,1755078850732
t481,u195,p7,3,303.54,1755041823732
t482,u4956,p4,5,280.24,1756533063732
t483,u4854,p7,1,50.17,1756551407732
t484,u96,p4,2,207.49,1756521145732
t485,u917,p9,4,93.90,1756440498732
t486,u2614,p8,5,106.38,1756219916732
t487,u470,p10,3,213.78,1756788870732
t488,u2857,p8,3,158.42,1755961338732
t489,u2898,p10,3,170.09,1756049870732
t490,u2538,p10,1,163.21,1756745830732
t491,u627,p8,1,53.17,1755871310732
t492,u4686,p7,3,295.92,1756033041732
t493,u4947,p4,5,17.43,1756296033732
t494,u389,p3,5,127.17,1755102940732
t495,u2344,p2,4,46.17,1754659696732
t496,u2196,p2,4,256.86,1757095746732
t497,u1575,p3,4,244.82,1755429896732
t498,u1804,p8,2,287.85,1754971911732
t499,u2063,p7,1,53.50,1756040322732
t500,u1535,p3,3,192.36,1757154191732
t501,u4068,p1,5,225.58,1755454787732
t502,u3576,p4,1,170.64,1756023432732
t503,u911,p2,3,20.56,1755537512732
t504,u54,p10,4,186.05,1754979110732
t505,u4763,p7,3,292.21,1754982277732
t506,u4566,p3,1,104.32,1755023971732
t507,u307,p3,4,109.79,1756929816732
t508,u3994,p9,2,35.61,1756621098732
t509,u2363,p10,2,142.51,1755901221732
t510,u2899,p2,5,24.88,1756483259732
t511,u4977,p2,5,147.71,1756397116732
t512,u1254,p4,4,103.25,1755861468732
t513,u3689,p6,2,141.19,1754744374732
t514,u4413,p3,4,131.06,1755164905732
t515,u3028,p5,5,122.31,1754827951732
t516,u1687,p2,2,67.79,1756215331732
t517,u4978,p1,3,63.57,1756061745732
t518,u2901,p4,5,86.35,1756578808732
t519,u2878,p9,5,106.19,1756621030732
t520,u524,p1,4,104.78,1754724220732
t521,u4286,p2,3,257.82,1756745869732
t522,u4848,p7,1,69.28,1755386751732
t523,u4397,p1,4,13.02,1755033903732
t524,u2576,p7,5,290.37,1755955262732
t525,u2914,p10,1,188.11,1756310318732
t526,u4910,p10,3,279.37,1756618200732
t527,u2184,p9,1,151.90,1756972242732
t528,u4395,p4,3,160.98,1755838278732
t529,u1936,p9,4,48.54,1754913976732
t530,u4986,p7,1,251.64,1754684608732
t531,u1766,p3,1,209.90,1754641427732
t532,u4072,p4,5,241.98,1757123589732
t533,u1086,p4,3,238.19,1756369346732
t534,u3024,p9,3,176.48,1755776073732
t535,u748,p8,3,114.62,1755887894732
t536,u4945,p8,5,57.06,1755826401732
t537,u2184,p8,5,144.68,1755151846732
t538,u1438,p3,3,197.28,1755238972732
t539,u2944,p8,1,113.59,1755949728732
t540,u183,p8,1,153.33,1757150473732
t541,u404,p9,4,248.23,1757207987732
t542,u4769,p8,4,134.00,1756103631732
t543,u4975,p5,4,171.04,1756493240732
t544,u4501,p1,1,152.12,1755138712732
t545,u1641,p3,5,205.83,1756645505732
t546,u2168,p5,1,244.93,1755686077732
t547,u839,p3,1,209.57,1755536171732
t548,u99,p6,1,303.19,1755257122732
t549,u1116,p5,4,250.64,1754836769732
t550,u2310,p3,2,225.76,1755143620732
t551,u4674,p4,2,167.64,1756610283732
t552,u207,p1,5,185.53,1755388829732
t553,u1407,p1,1,105.09,1756508530732
t554,u3089,p9,4,136.11,1754792318732
t555,u1416,p5,1,96.93,1757045846732
t556,u263,p1,2,126.46,1756378540732
t557,u1095,p6,1,113.08,1756730317732
t558,u2016,p9,4,100.68,1756918681732
t559,u3463,p7,4,130.76,1756353362732
t560,u1162,p1,2,65.77,1756430408732
t561,u2434,p4,5,168.05,1754921311732
t562,u2530,p10,4,83.31,1755775347732
t563,u4225,p8,4,97.27,1756454994732
t564,u1710,p4,5,216.46,1755660234732
t565,u2473,p3,4,91.95,1756954453732
t566,u4825,p6,2,62.43,1756303636732
t567,u4178,p3,5,33.82,1754916155732
t568,u2204,p8,2,251.70,1756917334732
t569,u1673,p8,4,60.38,1756906736732
t570,u3742,p4,3,92.18,1756417414732
t571,u4717,p10,1,206.14,1756228382732
t572,u3102,p3,4,129.66,1755637156732
t573,u801,p9,3,37.87,1755578485732
t574,u727,p10,2,65.82,1756776081732
t575,u4217,p9,2,303.41,1756105956732
t576,u459,p2,3,256.27,1756496683732
t577,u943,p8,1,224.26,1755086085732
t578,u283,p9,5,273.24,1756423893732
t579,u2413,p1,3,178.27,1755608263732
t580,u3928,p6,1,152.16,1755883946732
t581,u1181,p5,3,263.85,1755474759732
t582,u4710,p6,1,218.47,1755823683732
t583,u3069,p6,3,34.02,1756163769732
t584,u4687,p6,3,244.79,1756818962732
t585,u538,p8,3,295.99,1756282881732
t586,u2440,p7,2,138.20,1756303606732
t587,u4864,p2,4,242.79,1755093670732
t588,u1894,p4,3,36.43,1756373969732
t589,u399,p8,5,34.11,1756081539732
t590,u2992,p4,4,166.34,1756296306732
t591,u504,p3,2,282.94,1755062419732
t592,u4997,p4,4,151.01,1755260538732
t593,u3903,p7,4,128.55,1756743682732
t594,u3918,p10,4,252.02,1755411765732
t595,u1020,p10,4,247.77,1757081764732
t596,u666,p7,4,293.35,1757027538732
t597,u4075,p7,1,275.81,1754993856732
t598,u3863,p3,3,229.59,1755976636732
t599,u3870,p1,5,288.42,1755278074732
t600,u3713,p9,2,273.02,1755224632732
t601,u3616,p9,5,15.50,1755254053732
t602,u834,p1,2,296.47,1754701011732
t603,u3868,p9,4,243.27,1756856696732
t604,u2708,p4,4,90.42,1757067887732
t605,u2982,p4,5,249.37,1756779952732
t606,u2127,p3,2,198.36,1757041749732
t607,u2220,p1,4,195.60,1756257380732
t608,u450,p3,4,75.15,1754698953732
t609,u352,p7,5,273.80,1755545542732
t610,u3344,p9,1,219.10,1756521030732
t611,u2433,p5,5,172.92,1755986151732
t612,u3099,p8,3,221.67,1756997296732
t613,u3369,p3,2,171.42,1755465831732
t614,u1008,p10,3,145.69,1757196873732
t615,u2052,p4,2,140.12,1755250035732
t616,u4505,p5,5,228.96,1755689615732
t617,u1666,p1,2,282.25,1757194174732
t618,u3624,p7,1,60.81,1756493437732
t619,u4545,p5,1,225.52,1756412163732
t620,u3274,p4,1,222.50,1756104991732
t621,u2197,p4,5,296.21,1755804564732
t622,u4785,p7,2,69.10,1756702135732
t623,u287,p6,1,96.26,1757161786732
t624,u3969,p6,4,94.00,1756883728732
t625,u3469,p6,1,277.62,1756303267732
t626,u747,p2,3,85.38,1757007898732
t627,u2515,p1,5,47.64,1757218668732
t628,u4579,p1,4,33.32,1756054289732
t629,u1470,p2,3,160.71,1755782085732
t630,u1868,p4,5,303.58,1756797205732
t631,u2266,p5,5,32.67,1754740344732
t632,u1294,p10,1,127.64,1756901948732
t633,u2371,p3,1,205.50,1756081675732
t634,u109,p7,3,106.79,1755357880732
t635,u617,p6,3,292.42,1754914193732
t636,u3901,p6,4,148.21,1755402719732
t637,u4489,p4,1,17.62,1754913191732
t638,u4199,p10,2,186.26,1756362608732
t639,u1555,p8,2,58.30,1756848859732
